[0.032321181148290634, 0.8883920311927795, 0.5587267875671387, 0.6001850962638855]	0.9780	0.9830	0.9862	0.9891	0.9875	0.9879	0.9896	0.9889	0.9895	0.9895	
[0.039221931709391186, 0.8976617199579425, 0.7, 0.7]	0.9751	0.9825	0.9824	0.9861	0.9861	0.9868	0.9880	0.9887	0.9880	0.9887	
[0.001, 0.6, 0.7, 0.7]	0.6781	0.8119	0.8619	0.8832	0.9004	0.9117	0.9188	0.9243	0.9285	0.9341	
[0.06854432628678225, 0.692560723788415, 0.4625987831022536, 0.4404823143270314]	0.9794	0.9837	0.9862	0.9875	0.9881	0.9899	0.9908	0.9904	0.9909	0.9911	
[0.07007203495998006, 0.7891255197336943, 0.48733043713773966, 0.5330737714907688]	0.9822	0.9867	0.9862	0.9888	0.9900	0.9899	0.9913	0.9905	0.9905	0.9919	
[0.001, 0.6682683929105313, 0.2699940639015488, 0.6202047853724391]	0.8661	0.8979	0.9125	0.9209	0.9279	0.9300	0.9355	0.9396	0.9423	0.9443	
[0.0009999999999999992, 0.6589472023987536, 0.4657100096525858, 0.20770701864775237]	0.8619	0.8969	0.9148	0.9226	0.9293	0.9353	0.9389	0.9422	0.9459	0.9486	
[0.08000064857888839, 0.6591019074278078, 0.45107924049505466, 0.6495368102838538]	0.9777	0.9835	0.9847	0.9874	0.9885	0.9874	0.9905	0.9902	0.9901	0.9897	
[0.1, 0.6427291595885447, 0.2, 0.591352373246905]	0.9787	0.9838	0.9862	0.9868	0.9881	0.9902	0.9891	0.9902	0.9900	0.9908	
[0.09989772789001027, 0.8935352767601149, 0.4194934564025808, 0.7]	0.9712	0.9815	0.9806	0.9832	0.9831	0.9868	0.9863	0.9864	0.9860	0.9880	
[0.1, 0.9, 0.2214241007082523, 0.2]	0.9830	0.9881	0.9851	0.9873	0.9879	0.9908	0.9886	0.9906	0.9888	0.9911	
[0.001, 0.9, 0.6556905109792295, 0.2]	0.9040	0.9310	0.9451	0.9538	0.9609	0.9655	0.9695	0.9733	0.9748	0.9756	
[0.1, 0.9, 0.26410128986910164, 0.2]	0.9800	0.9861	0.9892	0.9891	0.9879	0.9908	0.9903	0.9903	0.9907	0.9909	
[0.001, 0.6, 0.7, 0.6999546477722748]	0.7145	0.8225	0.8604	0.8801	0.8950	0.9069	0.9151	0.9224	0.9280	0.9316	
[0.1, 0.6, 0.29189315276767147, 0.5361784256367383]	0.9776	0.9830	0.9864	0.9882	0.9880	0.9886	0.9909	0.9897	0.9904	0.9908	
[0.001, 0.7850027842911951, 0.366672603362161, 0.7]	0.8707	0.9044	0.9196	0.9281	0.9361	0.9416	0.9461	0.9502	0.9541	0.9565	
[0.09303199499845505, 0.8243144154548645, 0.5212376713752747, 0.21342463791370392]	0.9824	0.9859	0.9869	0.9883	0.9889	0.9884	0.9886	0.9913	0.9903	0.9916	
[0.07967926133893045, 0.8674589821320036, 0.27305602957431135, 0.648633464588468]	0.9813	0.9838	0.9859	0.9874	0.9877	0.9874	0.9887	0.9899	0.9892	0.9894	
[0.018747598405767212, 0.716848381679617, 0.37681155547579875, 0.5850200255649354]	0.9566	0.9740	0.9798	0.9828	0.9838	0.9853	0.9866	0.9872	0.9878	0.9872	
[0.001, 0.8723642722513459, 0.6422650554773244, 0.5719261199603796]	0.8804	0.9154	0.9305	0.9412	0.9493	0.9549	0.9584	0.9620	0.9639	0.9660	
[0.1, 0.6, 0.659512070949375, 0.6114508355317845]	0.9723	0.9820	0.9839	0.9849	0.9868	0.9880	0.9889	0.9887	0.9900	0.9898	
[0.001, 0.9, 0.7, 0.2]	0.8993	0.9295	0.9453	0.9541	0.9604	0.9649	0.9685	0.9711	0.9730	0.9748	
[0.05150214062930988, 0.8760780846061637, 0.4465196049381297, 0.5021027379490511]	0.9837	0.9854	0.9880	0.9888	0.9887	0.9891	0.9900	0.9902	0.9898	0.9917	
[0.001, 0.6452036399144954, 0.4560879120432834, 0.2]	0.8638	0.8964	0.9111	0.9207	0.9270	0.9330	0.9360	0.9402	0.9436	0.9455	
[0.029584318525252024, 0.6968594782207377, 0.3969499630358519, 0.6522831699528802]	0.9680	0.9802	0.9817	0.9855	0.9851	0.9874	0.9881	0.9880	0.9880	0.9886	
[0.028633581007046032, 0.7043347373721343, 0.2, 0.44898240682352536]	0.9724	0.9804	0.9834	0.9862	0.9872	0.9886	0.9895	0.9896	0.9905	0.9900	
[0.057462434724141385, 0.6160790843834582, 0.2279043174145185, 0.2]	0.9785	0.9843	0.9857	0.9879	0.9903	0.9894	0.9908	0.9882	0.9905	0.9901	
[0.05367233111463538, 0.8398182054898338, 0.6002989469613997, 0.25927389971263326]	0.9817	0.9864	0.9887	0.9897	0.9897	0.9911	0.9900	0.9907	0.9919	0.9927	
[0.013529075254561387, 0.7379532002785718, 0.29909285474212605, 0.23497463057469833]	0.9606	0.9742	0.9792	0.9816	0.9856	0.9864	0.9869	0.9892	0.9884	0.9896	
[0.09897586410203753, 0.8326149211509583, 0.652291487687157, 0.3238916649657528]	0.9792	0.9854	0.9885	0.9891	0.9890	0.9893	0.9897	0.9899	0.9919	0.9911	
[0.01564881635632477, 0.6778798864593252, 0.6690328219965591, 0.5818912523445859]	0.9532	0.9698	0.9748	0.9783	0.9795	0.9810	0.9832	0.9858	0.9851	0.9862	
[0.01349582941690688, 0.8999655138091246, 0.6290914520280207, 0.3205708571203972]	0.9733	0.9831	0.9860	0.9876	0.9890	0.9896	0.9899	0.9901	0.9909	0.9911	
[0.1, 0.6152652563171346, 0.5713710220076339, 0.6839158702592282]	0.9732	0.9819	0.9849	0.9854	0.9855	0.9879	0.9881	0.9893	0.9877	0.9889	
[0.0026525749007963837, 0.9, 0.2, 0.2]	0.9436	0.9648	0.9739	0.9790	0.9811	0.9832	0.9836	0.9852	0.9853	0.9861	
[0.001, 0.7266042338857968, 0.27482756241589407, 0.23571636185268266]	0.8779	0.9111	0.9250	0.9330	0.9395	0.9446	0.9490	0.9508	0.9536	0.9560	
[0.09538457249336109, 0.6, 0.6191824225805218, 0.20435558303401036]	0.9783	0.9855	0.9864	0.9897	0.9905	0.9906	0.9916	0.9913	0.9905	0.9917	
[0.001, 0.8389042033071064, 0.2408495852406085, 0.25959062517071496]	0.9063	0.9305	0.9412	0.9470	0.9543	0.9548	0.9604	0.9649	0.9673	0.9680	
[0.008360146030269616, 0.8269709477325289, 0.24006143789144221, 0.3582973500171213]	0.9539	0.9723	0.9789	0.9809	0.9828	0.9854	0.9856	0.9872	0.9883	0.9883	
[0.001, 0.7021370096547088, 0.2, 0.6560220208794533]	0.8669	0.9042	0.9163	0.9253	0.9306	0.9356	0.9393	0.9429	0.9455	0.9493	
[0.09892731522012896, 0.8488863491850376, 0.30408885883598635, 0.2]	0.9812	0.9880	0.9854	0.9901	0.9887	0.9896	0.9900	0.9897	0.9889	0.9898	
[0.059935229714716896, 0.8757974493747682, 0.3639738293252116, 0.3327289197055575]	0.9827	0.9865	0.9895	0.9893	0.9898	0.9904	0.9916	0.9912	0.9923	0.9909	
[0.052174188764139144, 0.7981146063942789, 0.694471544758497, 0.2]	0.9793	0.9835	0.9860	0.9899	0.9896	0.9902	0.9896	0.9914	0.9906	0.9917	
[0.056793875400649, 0.9, 0.6285751516692668, 0.5055269884538394]	0.9786	0.9845	0.9848	0.9892	0.9880	0.9885	0.9908	0.9894	0.9892	0.9886	
[0.1, 0.7403618518840637, 0.2, 0.23331451331480682]	0.9800	0.9866	0.9880	0.9890	0.9905	0.9903	0.9900	0.9926	0.9907	0.9900	
[0.07432987226781629, 0.879380510931332, 0.214805297377468, 0.3357819459402971]	0.9821	0.9862	0.9879	0.9908	0.9895	0.9903	0.9899	0.9901	0.9895	0.9903	
[0.021040505134164764, 0.6812595860358902, 0.7, 0.2242153695116991]	0.9625	0.9769	0.9810	0.9849	0.9852	0.9872	0.9889	0.9896	0.9898	0.9904	
[0.1, 0.6128800094400052, 0.7, 0.2]	0.9802	0.9859	0.9863	0.9860	0.9904	0.9900	0.9897	0.9901	0.9920	0.9918	
[0.07689395479552634, 0.6421084629373539, 0.5314760921581745, 0.6648051507583775]	0.9742	0.9815	0.9845	0.9860	0.9875	0.9887	0.9875	0.9877	0.9897	0.9897	
[0.001, 0.6, 0.5342807644821647, 0.42710868949484304]	0.8245	0.8783	0.8935	0.9053	0.9121	0.9166	0.9225	0.9264	0.9308	0.9343	
[0.03601539305337164, 0.7021957945881124, 0.6898942852368423, 0.6499924797001628]	0.9653	0.9770	0.9791	0.9825	0.9844	0.9859	0.9861	0.9863	0.9871	0.9880	
[0.05259270575216763, 0.8827587699784749, 0.2, 0.7]	0.9802	0.9845	0.9826	0.9849	0.9851	0.9883	0.9898	0.9874	0.9895	0.9895	
[0.1, 0.9, 0.5254000381410835, 0.2]	0.9834	0.9865	0.9884	0.9875	0.9877	0.9888	0.9883	0.9902	0.9915	0.9911	
[0.08375672729433656, 0.6, 0.2, 0.2926264005029745]	0.9808	0.9850	0.9877	0.9884	0.9893	0.9894	0.9890	0.9892	0.9904	0.9911	
[0.015439894911565655, 0.6674753794864611, 0.24988546763226913, 0.3405112662195158]	0.9644	0.9758	0.9796	0.9828	0.9848	0.9855	0.9851	0.9867	0.9880	0.9877	
[0.013128518369835501, 0.7624815646708374, 0.2309094133085204, 0.5385005516154265]	0.9539	0.9704	0.9777	0.9810	0.9839	0.9834	0.9861	0.9867	0.9877	0.9881	
[0.09779502295962865, 0.8133594916505479, 0.2, 0.292828613774325]	0.9820	0.9869	0.9887	0.9894	0.9889	0.9902	0.9909	0.9904	0.9916	0.9910	
[0.07201039559447303, 0.8139151012229282, 0.2510301395670863, 0.607481135278748]	0.9789	0.9840	0.9851	0.9896	0.9892	0.9890	0.9900	0.9898	0.9919	0.9898	
[0.1, 0.6, 0.7, 0.46793705628998267]	0.9769	0.9826	0.9852	0.9850	0.9879	0.9893	0.9886	0.9895	0.9908	0.9909	
[0.015499800261232856, 0.7655708755882233, 0.2, 0.4212312969604921]	0.9674	0.9794	0.9831	0.9855	0.9868	0.9871	0.9870	0.9870	0.9890	0.9905	
[0.06420982756136656, 0.60795371686911, 0.21599417004683616, 0.42476321216634133]	0.9761	0.9824	0.9865	0.9870	0.9877	0.9897	0.9892	0.9897	0.9906	0.9908	
[0.001, 0.6, 0.7, 0.39475160687735905]	0.8085	0.8690	0.8861	0.8988	0.9089	0.9157	0.9227	0.9293	0.9348	0.9378	
[0.1, 0.6040765864938216, 0.49486192329034157, 0.35886139429477437]	0.9808	0.9841	0.9887	0.9889	0.9898	0.9893	0.9888	0.9923	0.9907	0.9906	
[0.06445068064764185, 0.6882414546471294, 0.2808985289150083, 0.5921384176914437]	0.9749	0.9819	0.9856	0.9879	0.9897	0.9886	0.9898	0.9902	0.9905	0.9899	
[0.0668118810380237, 0.6, 0.5135775495322495, 0.5437684937443815]	0.9742	0.9813	0.9857	0.9876	0.9865	0.9872	0.9875	0.9903	0.9896	0.9896	
[0.001, 0.9, 0.26695743624521834, 0.5200171076059408]	0.9155	0.9342	0.9461	0.9553	0.9594	0.9651	0.9672	0.9698	0.9718	0.9739	
[0.010623764384079998, 0.6, 0.7, 0.6823235255384785]	0.9224	0.9489	0.9610	0.9665	0.9700	0.9720	0.9739	0.9761	0.9785	0.9806	
[0.043105137314163544, 0.8551284858795529, 0.2, 0.2]	0.9839	0.9876	0.9892	0.9887	0.9907	0.9900	0.9914	0.9919	0.9912	0.9917	
[0.0029240540477866715, 0.6414419079364702, 0.3154637501332786, 0.5870505884364575]	0.9038	0.9232	0.9350	0.9443	0.9512	0.9550	0.9584	0.9630	0.9663	0.9686	
[0.1, 0.81443502732814, 0.36842622242144973, 0.547266561731211]	0.9809	0.9860	0.9876	0.9892	0.9871	0.9908	0.9904	0.9905	0.9902	0.9908	
[0.08625274045132199, 0.6089450439267481, 0.5895227268501704, 0.4441335035543181]	0.9791	0.9858	0.9874	0.9890	0.9888	0.9887	0.9893	0.9895	0.9888	0.9918	
[0.001, 0.850122978749082, 0.31959192172260203, 0.5442073926876579]	0.9005	0.9206	0.9338	0.9418	0.9478	0.9533	0.9571	0.9606	0.9640	0.9664	
[0.039226084499498895, 0.6, 0.3044643835470375, 0.4730732989500406]	0.9719	0.9805	0.9834	0.9856	0.9869	0.9878	0.9887	0.9885	0.9884	0.9902	
[0.1, 0.6, 0.2, 0.7]	0.9778	0.9844	0.9865	0.9865	0.9887	0.9893	0.9893	0.9894	0.9895	0.9903	
[0.024328744417274402, 0.9, 0.2, 0.6026968164885048]	0.9791	0.9826	0.9865	0.9887	0.9878	0.9892	0.9896	0.9876	0.9909	0.9900	
[0.001, 0.8287976770642312, 0.6793543329746752, 0.7]	0.8247	0.8869	0.9126	0.9283	0.9371	0.9451	0.9490	0.9530	0.9570	0.9591	
[0.001, 0.7351215036127634, 0.3820832674583161, 0.5759163544714366]	0.8639	0.9007	0.9140	0.9239	0.9298	0.9333	0.9363	0.9387	0.9434	0.9444	
[0.08780744697616803, 0.7653357616651341, 0.2533304345661668, 0.21577130313285556]	0.9820	0.9864	0.9881	0.9881	0.9891	0.9897	0.9892	0.9914	0.9897	0.9912	
[0.001, 0.9, 0.45073461054715863, 0.3064495034913898]	0.9133	0.9413	0.9527	0.9615	0.9651	0.9695	0.9718	0.9742	0.9757	0.9776	
[0.1, 0.6, 0.37518102689975363, 0.7]	0.9749	0.9826	0.9845	0.9876	0.9865	0.9867	0.9875	0.9895	0.9878	0.9893	
[0.1, 0.6, 0.6379729348166524, 0.7]	0.9703	0.9796	0.9832	0.9856	0.9849	0.9867	0.9871	0.9882	0.9883	0.9878	
[0.09744255757995463, 0.6, 0.6952424937203846, 0.22791500118256217]	0.9777	0.9862	0.9873	0.9884	0.9895	0.9897	0.9908	0.9917	0.9904	0.9917	
[0.001, 0.7157229303142922, 0.685856349115356, 0.391977635179655]	0.8529	0.8852	0.9094	0.9211	0.9307	0.9366	0.9423	0.9469	0.9499	0.9532	
[0.001, 0.6432681692242992, 0.2506731621386514, 0.21690385210320245]	0.8761	0.9102	0.9219	0.9283	0.9330	0.9401	0.9439	0.9471	0.9492	0.9515	
[0.018557138269263137, 0.9, 0.2541904378997307, 0.2]	0.9768	0.9865	0.9870	0.9872	0.9900	0.9899	0.9904	0.9911	0.9904	0.9908	
[0.001, 0.7156614044193305, 0.618627557847346, 0.6633614168458368]	0.8159	0.8736	0.9013	0.9125	0.9252	0.9333	0.9371	0.9427	0.9461	0.9495	
[0.019207961857318878, 0.6025164723396301, 0.43379950523376465, 0.6518612504005432]	0.9471	0.9655	0.9741	0.9785	0.9805	0.9822	0.9826	0.9838	0.9846	0.9854	
[0.029417941829347597, 0.7051385354363244, 0.36937792488991394, 0.2]	0.9723	0.9819	0.9847	0.9876	0.9884	0.9897	0.9901	0.9898	0.9897	0.9905	
[0.009388143544340427, 0.6362890797145145, 0.3305655047125014, 0.36032613392577717]	0.9451	0.9638	0.9712	0.9750	0.9777	0.9810	0.9828	0.9841	0.9844	0.9851	
[0.0009999999999999992, 0.6, 0.6583125934259962, 0.237295307840234]	0.7934	0.8646	0.8896	0.9025	0.9132	0.9189	0.9241	0.9305	0.9351	0.9379	
[0.001, 0.6, 0.2, 0.7]	0.8351	0.8817	0.9011	0.9140	0.9200	0.9245	0.9274	0.9330	0.9363	0.9394	
[0.001, 0.7762859233124985, 0.6555502099664545, 0.2450118718095009]	0.8760	0.9043	0.9199	0.9285	0.9366	0.9436	0.9491	0.9527	0.9573	0.9592	
[0.04891008024757706, 0.8708038092892508, 0.2694302086637123, 0.7]	0.9763	0.9799	0.9851	0.9882	0.9881	0.9884	0.9885	0.9887	0.9880	0.9902	
[0.1, 0.9, 0.41099185201850486, 0.20973037491573426]	0.9839	0.9859	0.9908	0.9899	0.9900	0.9897	0.9879	0.9911	0.9890	0.9891	
[0.1, 0.6703615224896273, 0.6641364807197471, 0.7]	0.9717	0.9785	0.9843	0.9852	0.9859	0.9875	0.9867	0.9874	0.9877	0.9894	
[0.05995892733335495, 0.7969233393669128, 0.56484454870224, 0.46312758326530457]	0.9797	0.9824	0.9880	0.9894	0.9895	0.9898	0.9906	0.9909	0.9903	0.9912	
[0.1, 0.6808816947732107, 0.38221729289092665, 0.5813332738114022]	0.9806	0.9847	0.9866	0.9870	0.9882	0.9904	0.9906	0.9892	0.9897	0.9888	
[0.01224063844081425, 0.6598241696798653, 0.2, 0.26538492252947166]	0.9491	0.9675	0.9749	0.9796	0.9814	0.9825	0.9844	0.9849	0.9858	0.9868	
[0.04020011777241079, 0.6053518858266513, 0.2, 0.7]	0.9708	0.9798	0.9835	0.9871	0.9876	0.9880	0.9895	0.9895	0.9891	0.9901	
