0.3039944067	0.2897180613
0.2967895421	0.2835599909
0.2849291756	0.2771163179
0.2853366435	0.2685799979
0.2760559751	0.2642776697
0.2702221574	0.2576063899
0.2647708534	0.2599595908
0.2660152071	0.2484270233
0.2526632131	0.2446927045
0.2538403462	0.2416145855
0.2508965667	0.2404127555
0.2440553632	0.2408124293
0.2429875264	0.2325623862
0.2375796756	0.2329829353
0.2341854517	0.228534249
0.2321220004	0.2228786764
0.2299723297	0.2269533696
0.2260663445	0.2223614409
0.2269754798	0.2201008643
0.2295130537	0.2190910672
0.2188387449	0.2131701289
0.2284934096	0.2117818564
0.2202805349	0.2225555499
0.2186937546	0.2172117579
0.2117182183	0.2171259999
0.2139958481	0.2147658609
0.214308183 0.210758476
0.2204603882	0.2119748146
0.2161838298	0.2161387739
0.2134838491	0.2099806676
0.2088011403	0.2089945085
0.209088712	0.2062591267
0.2082813607	0.2087761285
0.2119493613	0.205956817
0.2062031225	0.2052036158
0.2075114696	0.2059820808
0.2036811609	0.1992120197
0.2046194414	0.2024413915
0.2103613583	0.2024255642
0.2027889682	0.2037240245
0.2068498997	0.2045440468
0.2052731701	0.2009065292
0.2048710101	0.1952525574
0.203438757	0.1991183721
0.2011009473	0.2054763241

