1452662880,nan,-1,20000,0,0
1452662883,nan,-1,20000,0,0
1452662903,nan,-1,19999,1,0
1452662923,nan,-1,19999,1,0
1452662943,nan,-1,19999,1,0
1452662963,nan,-1,19999,1,0
1452662983,nan,-1,19999,1,0
1452663003,nan,-1,19999,1,0
1452663023,nan,-1,19999,1,0
1452663043,nan,-1,19999,1,0
1452663064,nan,-1,19999,1,0
1452663084,nan,-1,19999,1,0
1452663104,nan,-1,19999,1,0
1452663124,nan,-1,19999,1,0
1452663144,nan,-1,19999,1,0
1452663164,nan,-1,19999,1,0
1452663184,nan,-1,19999,1,0
1452663204,nan,-1,19999,1,0
1452663224,nan,-1,19999,1,0
1452663244,nan,-1,19999,1,0
1452663264,nan,-1,19999,1,0
1452663284,nan,-1,19999,1,0
1452663304,nan,-1,19999,1,0
1452663324,nan,-1,19999,1,0
1452663344,nan,-1,19999,1,0
1452663364,nan,-1,19999,1,0
1452663384,nan,-1,19999,1,0
1452663404,nan,-1,19999,1,0
1452663424,nan,-1,19999,1,0
1452663444,nan,-1,19999,1,0
1452663464,nan,-1,19999,1,0
1452663484,nan,-1,19999,1,0
1452663504,nan,-1,19999,1,0
1452663524,nan,-1,19999,1,0
1452663544,nan,-1,19999,1,0
1452663564,nan,-1,19999,1,0
1452663584,nan,-1,19999,1,0
1452663604,nan,-1,19999,1,0
1452663624,nan,-1,19999,1,0
1452663644,nan,-1,19999,1,0
1452663664,nan,-1,19999,1,0
1452663684,nan,-1,19999,1,0
1452663704,nan,-1,19999,1,0
1452663724,nan,-1,19999,1,0
1452663744,nan,-1,19999,1,0
1452663765,nan,-1,19999,1,0
1452663785,nan,-1,19999,1,0
1452663805,nan,-1,19999,1,0
1452663825,nan,-1,19999,1,0
1452663845,nan,-1,19999,1,0
1452663865,nan,-1,19999,1,0
1452663885,nan,-1,19999,1,0
1452663905,nan,-1,19999,1,0
1452663925,nan,-1,19999,1,0
1452663945,nan,-1,19999,1,0
1452663965,nan,-1,19999,1,0
1452663985,nan,-1,19999,1,0
1452664005,nan,-1,19999,1,0
1452664025,nan,-1,19999,1,0
1452664045,nan,-1,19999,1,0
1452664065,nan,-1,19999,1,0
1452664085,nan,-1,19999,1,0
1452664105,nan,-1,19999,1,0
1452664125,nan,-1,19999,1,0
1452664145,nan,-1,19999,1,0
1452664165,nan,-1,19999,1,0
1452664185,nan,-1,19999,1,0
1452664205,nan,-1,19999,1,0
1452664225,nan,-1,19999,1,0
1452664245,nan,-1,19999,1,0
1452664265,nan,-1,19999,1,0
1452664285,nan,-1,19999,1,0
1452664305,nan,-1,19999,1,0
1452664325,nan,-1,19999,1,0
1452664345,nan,-1,19999,1,0
1452664365,nan,-1,19999,1,0
1452664385,nan,-1,19999,1,0
1452664406,nan,-1,19999,1,0
1452664426,nan,-1,19999,1,0
1452664446,nan,-1,19999,1,0
1452664466,nan,-1,19999,1,0
1452664486,nan,-1,19999,1,0
1452664506,nan,-1,19999,1,0
1452664526,nan,-1,19999,1,0
1452664546,nan,-1,19999,1,0
1452664566,nan,-1,19999,1,0
1452664586,nan,-1,19999,1,0
1452664606,1.560304,6039,19999,0,1
1452664626,1.560304,6039,19998,1,1
1452664646,1.560304,6039,19998,1,1
1452664666,1.560304,6039,19998,1,1
1452664686,1.560304,6039,19998,1,1
1452664706,1.560304,6039,19998,1,1
1452664726,1.560304,6039,19998,1,1
1452664746,1.560304,6039,19998,1,1
1452664766,1.560304,6039,19998,1,1
1452664786,1.560304,6039,19998,1,1
1452664806,1.560304,6039,19998,1,1
1452664826,1.560304,6039,19998,1,1
