1452579079,nan,-1,20000,0,0
1452579128,nan,-1,20000,0,0
1452579148,nan,-1,19999,1,0
1452579168,nan,-1,19999,1,0
1452579188,nan,-1,19999,1,0
1452579208,nan,-1,19999,1,0
1452579228,nan,-1,19999,1,0
1452579248,nan,-1,19999,1,0
1452579269,nan,-1,19999,1,0
1452579289,nan,-1,19999,1,0
1452579309,nan,-1,19999,1,0
1452579329,nan,-1,19999,1,0
1452579349,nan,-1,19999,1,0
1452579369,nan,-1,19999,1,0
1452579389,nan,-1,19999,1,0
1452579409,nan,-1,19999,1,0
1452579429,nan,-1,19999,1,0
1452579449,nan,-1,19999,1,0
1452579469,nan,-1,19999,1,0
1452579489,nan,-1,19999,1,0
1452579509,nan,-1,19999,1,0
1452579529,nan,-1,19999,1,0
1452579549,nan,-1,19999,1,0
1452579569,nan,-1,19999,1,0
1452579589,nan,-1,19999,1,0
1452579609,nan,-1,19999,1,0
1452579629,nan,-1,19999,1,0
1452579649,nan,-1,19999,1,0
1452579669,nan,-1,19999,1,0
1452579689,nan,-1,19999,1,0
1452579709,nan,-1,19999,1,0
1452579729,nan,-1,19999,1,0
1452579749,nan,-1,19999,1,0
1452579769,nan,-1,19999,1,0
1452579789,nan,-1,19999,1,0
1452579809,nan,-1,19999,1,0
1452579829,nan,-1,19999,1,0
1452579849,nan,-1,19999,1,0
1452579869,nan,-1,19999,1,0
1452579889,nan,-1,19999,1,0
1452579909,nan,-1,19999,1,0
1452579929,nan,-1,19999,1,0
1452579949,nan,-1,19999,1,0
1452579969,nan,-1,19999,1,0
1452579990,nan,-1,19999,1,0
1452580010,nan,-1,19999,1,0
1452580030,nan,-1,19999,1,0
1452580050,nan,-1,19999,1,0
1452580070,nan,-1,19999,1,0
1452580090,nan,-1,19999,1,0
1452580110,nan,-1,19999,1,0
1452580130,nan,-1,19999,1,0
1452580150,nan,-1,19999,1,0
1452580170,nan,-1,19999,1,0
1452580190,nan,-1,19999,1,0
1452580210,nan,-1,19999,1,0
1452580230,nan,-1,19999,1,0
1452580250,nan,-1,19999,1,0
1452580270,nan,-1,19999,1,0
1452580290,nan,-1,19999,1,0
1452580310,nan,-1,19999,1,0
1452580330,nan,-1,19999,1,0
1452580350,nan,-1,19999,1,0
1452580370,nan,-1,19999,1,0
1452580390,nan,-1,19999,1,0
1452580410,nan,-1,19999,1,0
1452580430,nan,-1,19999,1,0
1452580450,nan,-1,19999,1,0
1452580470,nan,-1,19999,1,0
1452580490,nan,-1,19999,1,0
1452580510,nan,-1,19999,1,0
1452580530,nan,-1,19999,1,0
1452580550,nan,-1,19999,1,0
1452580570,nan,-1,19999,1,0
1452580590,nan,-1,19999,1,0
1452580610,nan,-1,19999,1,0
1452580630,nan,-1,19999,1,0
1452580650,nan,-1,19999,1,0
1452580670,nan,-1,19999,1,0
1452580690,nan,-1,19999,1,0
1452580711,nan,-1,19999,1,0
1452580731,nan,-1,19999,1,0
1452580751,nan,-1,19999,1,0
1452580771,nan,-1,19999,1,0
1452580791,nan,-1,19999,1,0
1452580811,nan,-1,19999,1,0
1452580831,nan,-1,19999,1,0
1452580851,nan,-1,19999,1,0
1452580871,nan,-1,19999,1,0
1452580891,nan,-1,19999,1,0
1452580911,nan,-1,19999,1,0
1452580931,nan,-1,19999,1,0
1452580951,nan,-1,19999,1,0
1452580971,nan,-1,19999,1,0
1452580991,nan,-1,19999,1,0
1452581011,nan,-1,19999,1,0
